collectionID=AnytimeAverageRankData_2
trace={"56741785":0.4737335834896811,"4013191":0.4470588235294118,"77003532":0.474081055607917};finalScore=0.474081055607917;split=0;dataset=arts1;algorithm=bf
trace={"55936772":0.20116618075801748,"53399626":0.0};finalScore=0.20116618075801748;split=0;dataset=arts1;algorithm=random
trace={"1629843":0.44045584045584046};finalScore=0.44045584045584046;split=0;dataset=bibtex;algorithm=bf
trace={"45312448":0.45431600201918226,"15405011":0.2764356435643564,"66792707":0.4963369963369963,"18890875":0.27272727272727276,"25629628":0.43650535888275416,"13772":0.0};finalScore=0.4963369963369963;split=1;dataset=arts1;algorithm=bf
trace={"11267":0.0,"75806951":0.5106182161396885,"10076309":0.4415400918403391};finalScore=0.5106182161396885;split=2;dataset=arts1;algorithm=bf
trace={"50265598":0.4833333333333334,"35361162":0.0};finalScore=0.4833333333333334;split=1;dataset=arts1;algorithm=random
trace={"12811089":0.0,"34468346":0.11530172413793102,"86214603":0.15100316789862722};finalScore=0.15100316789862722;split=0;dataset=bibtex;algorithm=random
trace={"227073":0.0,"703816":0.3933922397233961,"17172826":0.3966309341500766};finalScore=0.3966309341500766;split=1;dataset=bibtex;algorithm=bf
trace={"7641572":0.5035971223021584,"15221":0.5,"12834246":0.5961538461538461,"7660220":0.5606060606060606,"1947622":0.4552845528455284};finalScore=0.5961538461538461;split=0;dataset=birds;algorithm=bf
trace={"72970304":0.2816377171215881,"3612728":0.17111222949169602};finalScore=0.2816377171215881;split=0;dataset=arts1;algorithm=hb
trace={"67325956":0.49601500234411633,"18723605":0.45738045738045735,"5832405":0.44570664884731037,"73419071":0.49622641509433957};finalScore=0.49622641509433957;split=3;dataset=arts1;algorithm=bf
trace={"32415307":0.0,"57419494":0.0971039742283291,"40401811":0.05079469113550713,"52677928":0.09478027177410196};finalScore=0.0971039742283291;split=0;dataset=bookmarks;algorithm=bf
trace={"55946223":0.2133081642284096,"53387042":0.0};finalScore=0.2133081642284096;split=2;dataset=arts1;algorithm=random
trace={"2179763":0.2105263157894737,"22598123":0.2816377171215881,"50403068":0.42029636281993715};finalScore=0.42029636281993715;split=0;dataset=arts1;algorithm=bohb
trace={"3902739":0.20656205420827392,"11660011":0.4224862358736598,"4206799":0.3063223508459484};finalScore=0.4224862358736598;split=2;dataset=bibtex;algorithm=bf
trace={"34619556":0.11987381703470032,"12923276":0.0,"84116783":0.25664955669622025};finalScore=0.25664955669622025;split=1;dataset=bibtex;algorithm=random
trace={"32147":0.12783505154639174,"41871421":0.5688073394495412,"134955":0.26666666666666666,"13189360":0.5283018867924529,"139244":0.4615384615384615,"1965778":0.5};finalScore=0.5688073394495412;split=1;dataset=birds;algorithm=bf
trace={"3963626":0.3956864371630029,"6222452":0.4244306418219462,"2810151":0.21313868613138684,"20222665":0.46407185628742514};finalScore=0.46407185628742514;split=0;dataset=bibtex;algorithm=hb
trace={"54698403":0.5825242718446602,"10941507":0.5714285714285714,"391119":0.5365853658536586,"47807":0.11363636363636363};finalScore=0.5825242718446602;split=0;dataset=birds;algorithm=random
trace={"14529407":0.2629948364888124,"11139":0.0,"30307":0.18967229394240318,"24736933":0.3925501432664757};finalScore=0.3925501432664757;split=1;dataset=arts1;algorithm=hb
trace={"38857009":0.05408920925695085,"50181843":0.09121430457580444};finalScore=0.09121430457580444;split=1;dataset=bookmarks;algorithm=bf
trace={"53466972":0.0,"56000530":0.19969434538970962};finalScore=0.19969434538970962;split=3;dataset=arts1;algorithm=random
trace={"79137510":0.34927066450567257,"3338618":0.18967229394240318,"80134187":0.40035826242722794,"59029163":0.1976659372720642};finalScore=0.40035826242722794;split=1;dataset=arts1;algorithm=bohb
trace={"11331149":0.3224092116917626,"4084701":0.25806451612903225,"20189004":0.3933922397233961,"10238":0.030854430379746837};finalScore=0.3933922397233961;split=1;dataset=bibtex;algorithm=hb
trace={"3611655":0.0441944556046605,"19715352":0.21998851234922454,"22116276":0.2510231923601637,"24614018":0.46407185628742514,"22230829":0.3280141843971631};finalScore=0.46407185628742514;split=0;dataset=bibtex;algorithm=bohb
trace={"1473188":0.43445692883895126,"39194260":0.4611503531786075,"71994015":0.5184838558727188,"6027420":0.45230369889682026};finalScore=0.5184838558727188;split=4;dataset=arts1;algorithm=bf
trace={"11130153":0.4210526315789474,"628219":0.2932735426008969,"199194":0.0};finalScore=0.4210526315789474;split=3;dataset=bibtex;algorithm=bf
trace={"0":0.0};finalScore=0.0;split=0;dataset=bookmarks;algorithm=random
trace={"71048030":0.42029636281993715,"11767":0.17111222949169602,"32915950":0.2652279846849983};finalScore=0.42029636281993715;split=0;dataset=arts1;algorithm=smac
trace={"12890545":0.0,"34562023":0.09601745771958538,"86193436":0.14118895966029724};finalScore=0.14118895966029724;split=2;dataset=bibtex;algorithm=random
trace={"5505":0.4869565217391304,"20131":0.6515151515151515,"10767393":0.6434782608695653,"10442":0.5102040816326532,"58993118":0.6371681415929203,"11564971":0.6379310344827587};finalScore=0.6371681415929203;split=2;dataset=birds;algorithm=bf
trace={"123123":0.4684684684684684,"19939":0.45098039215686275,"82149":0.510204081632653,"7652480":0.5833333333333333,"14470":0.054794520547945216,"206116":0.5070422535211268,"30905":0.4761904761904762,"15646":0.4230769230769231};finalScore=0.5833333333333333;split=0;dataset=birds;algorithm=hb
trace={"56669856":0.7751307379430563,"463891":0.6830110497237569,"6681723":0.6601411336216708,"75904777":0.782219570405728};finalScore=0.782219570405728;split=0;dataset=business1;algorithm=bf
trace={"12150":0.18559837728194728,"26028597":0.4229030637870417};finalScore=0.4229030637870417;split=2;dataset=arts1;algorithm=hb
trace={"54771":0.17073170731707318,"10809075":0.5794392523364486,"402223":0.46846846846846846};finalScore=0.5794392523364486;split=1;dataset=birds;algorithm=random
trace={"0":0.0};finalScore=0.0;split=1;dataset=bookmarks;algorithm=random
trace={"12384":0.38461538461538464,"9941":0.054794520547945216,"42476":0.4705882352941177,"84284":0.5070422535211268,"17369604":0.5238095238095238,"15247":0.4600000000000001};finalScore=0.5238095238095238;split=0;dataset=birds;algorithm=bohb
trace={"76633538":0.05740893912936924,"76372261":0.05089798047544527,"34461875":0.0};finalScore=0.05740893912936924;split=2;dataset=bookmarks;algorithm=bf
trace={"19844462":0.6712204007285975,"6024238":0.6625429553264606,"59804155":0.7771329077190945,"1774390":0.6015581524763496};finalScore=0.7771329077190945;split=1;dataset=business1;algorithm=bf
trace={"12894484":0.0,"84687055":0.2124756335282651,"34656990":0.0974025974025974};finalScore=0.2124756335282651;split=3;dataset=bibtex;algorithm=random
trace={"28938490":0.41925326135852453,"9008333":0.18559837728194728,"69494875":0.4229030637870417};finalScore=0.4229030637870417;split=2;dataset=arts1;algorithm=bohb
trace={"56844598":0.1996007984031936,"54299811":0.0};finalScore=0.1996007984031936;split=4;dataset=arts1;algorithm=random
trace={"3725352":0.3041988003427592,"15123724":0.3224092116917626};finalScore=0.3224092116917626;split=1;dataset=bibtex;algorithm=bohb
trace={"58961077":0.6830110497237569};finalScore=0.6830110497237569;split=0;dataset=business1;algorithm=random
trace={"27761":0.4244558258642766,"6362676":0.5215553677092138,"62874330":0.6183777312181981};finalScore=0.6183777312181981;split=0;dataset=computers1;algorithm=bf
trace={"11354":0.18967229394240318};finalScore=0.18967229394240318;split=1;dataset=arts1;algorithm=smac
trace={"13420636":0.4034833091436865,"57802225":0.4314928425357873,"73621555":0.4908665105386417,"79206490":0.49383886255924175,"10094175":0.40820312500000006,"4294726":0.40124003542958364};finalScore=0.49383886255924175;split=5;dataset=arts1;algorithm=bf
trace={"5978":0.5087719298245615,"2763":0.40236686390532544,"46075":0.49673202614379086};finalScore=0.49673202614379086;split=3;dataset=birds;algorithm=bf
trace={"3633518":0.05231083689768728};finalScore=0.05231083689768728;split=0;dataset=bookmarks;algorithm=hb
trace={"8784101":0.0,"9477870":0.2762209767814252};finalScore=0.2762209767814252;split=0;dataset=arts1;algorithm=ggp
trace={"10352049":0.45278219395866454,"868592":0.2126022126022126};finalScore=0.45278219395866454;split=2;dataset=bibtex;algorithm=hb
trace={"9881911":0.22794117647058823,"19230583":0.4442007129147244,"14460217":0.4120075046904315,"11660555":0.22794117647058823,"5766908":0.0};finalScore=0.4442007129147244;split=4;dataset=bibtex;algorithm=bf
trace={"51602611":0.44045584045584046,"49105260":0.20472837022132798,"27570":0.0441944556046605,"19262937":0.13598305255724805};finalScore=0.44045584045584046;split=0;dataset=bibtex;algorithm=smac
trace={"27924155":0.20341296928327646,"42147121":0.30280830280830284,"37640597":0.22300140252454423,"8654":0.17727967396841568};finalScore=0.30280830280830284;split=3;dataset=arts1;algorithm=hb
trace={"52548":0.19277108433734938,"408784":0.6115702479338844,"10944799":0.6379310344827587};finalScore=0.6379310344827587;split=2;dataset=birds;algorithm=random
trace={"34596158":0.0,"84672655":0.2777777777777778,"12915389":0.0};finalScore=0.2777777777777778;split=4;dataset=bibtex;algorithm=random
trace={"55440042":0.41833478387003187,"41898":0.030854430379746837,"9763755":0.3933922397233961};finalScore=0.41833478387003187;split=1;dataset=bibtex;algorithm=smac
trace={"57213257":0.6725483542585681};finalScore=0.6725483542585681;split=1;dataset=business1;algorithm=random
trace={"8768677":0.0,"9520390":0.25070993914807305};finalScore=0.25070993914807305;split=1;dataset=arts1;algorithm=ggp
trace={"3325386":0.45789839944328464,"70790903":0.5094102885821832};finalScore=0.5094102885821832;split=0;dataset=education1;algorithm=bf
trace={"70221277":0.774473000288767,"18980":0.654656696125085,"62486301":0.7712230215827339,"40083817":0.6634942216179469,"19580948":0.7105769230769231};finalScore=0.774473000288767;split=2;dataset=business1;algorithm=bf
trace={"12850":0.4466019417475728,"15283":0.4032258064516129,"31060":0.4705882352941177,"17317":0.5769230769230769,"94948":0.5384615384615384,"16524":0.44628099173553715};finalScore=0.5384615384615384;split=2;dataset=birds;algorithm=hb
trace={"143874":0.2912264584290308,"21856380":0.2420503084954912,"13730471":0.2893890675241158};finalScore=0.2420503084954912;split=0;dataset=bibtex;algorithm=ggp
trace={"65604330":0.19048060220034743,"1814543":0.04836093402240749};finalScore=0.19048060220034743;split=1;dataset=bookmarks;algorithm=hb
trace={"61454362":0.4244558258642766};finalScore=0.4244558258642766;split=0;dataset=computers1;algorithm=random
trace={"9441":0.6830110497237569,"458634":0.7002904673884341,"47595161":0.7950163156333432};finalScore=0.7950163156333432;split=0;dataset=business1;algorithm=hb
trace={"4364833":0.42328874901652247,"5184668":0.4141095497562375,"1800356":0.36509274873524455};finalScore=0.4141095497562375;split=5;dataset=bibtex;algorithm=bf
trace={"56523214":0.420893262679788,"9265":0.04643714971977582,"45935897":0.4074675324675325,"329187":0.22264691829909225,"5523101":0.28878923766816145,"39801472":0.3451820128479658};finalScore=0.420893262679788;split=3;dataset=bibtex;algorithm=hb
trace={"55318445":0.0,"57842653":0.20917612234829797};finalScore=0.20917612234829797;split=5;dataset=arts1;algorithm=random
trace={"5409879":0.18463073852295409,"61765416":0.41579861111111116,"21787019":0.26982097186700765,"33361857":0.43445692883895126,"5963700":0.22312373225152132};finalScore=0.41579861111111116;split=4;dataset=arts1;algorithm=hb
trace={"1581100":0.22479599894709132,"25897997":0.28959276018099545,"281123":0.2321160580290145,"29580971":0.28215767634854766,"31932878":0.4224862358736598};finalScore=0.4224862358736598;split=2;dataset=bibtex;algorithm=bohb
trace={"0":0.0};finalScore=0.0;split=2;dataset=bookmarks;algorithm=random
trace={"3135533":0.5070422535211268,"98105":0.4230769230769231,"46233":0.42718446601941745,"8364":0.0,"6944231":0.5238095238095238,"28431":0.4230769230769231,"17511396":0.5669291338582677};finalScore=0.5669291338582677;split=0;dataset=birds;algorithm=smac
trace={"2810730":0.2591439688715953,"57617727":0.5020689655172415,"19489919":0.44889643463497453,"5903152":0.4343891402714932,"6308250":0.44056847545219635};finalScore=0.5020689655172415;split=6;dataset=arts1;algorithm=bf
